experiment_id,game_id,model_family,persuasion_mode,player_count,warning,total_turns,day_turns,night_turns,vote_turns,distinct_speakers,werewolf_turns,werewolf_turn_share,avg_utterance_words,avg_utterance_chars,median_utterance_words,vote_top_count,vote_concentration,vote_tie
gpt5_nano:baseline:baseline-100-1,GeneratedGame1,gpt5_nano,baseline,5,False,26,20,1,5,5,13,0.5,57.8846,325.0385,68.0,4,0.2353,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame2,gpt5_nano,baseline,5,True,26,20,1,5,5,10,0.38461538461538464,62.5385,349,71.5,5,0.2381,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame3,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,72.0769,383.6154,83.5,3,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame4,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,70.5,391.3846,87.5,3,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame5,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,55.5769,313.1538,57.5,5,0.3846,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame6,gpt5_nano,baseline,5,False,25,20,0,5,5,14,0.56,65.8,381.88,66,4,0.2857,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame7,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,69.1923,393.9231,77.5,3,0.2143,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame8,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,55.48,327.8,64,5,0.3125,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame9,gpt5_nano,baseline,5,False,26,20,1,5,5,9,0.34615384615384615,69.8462,420.1154,81.0,4,0.2353,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame10,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,84.12,461.24,100,5,0.2381,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame11,gpt5_nano,baseline,5,False,26,20,1,5,5,9,0.34615384615384615,64.1538,358.1538,68.0,5,0.2632,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame12,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,62.9231,349.3846,71.0,4,0.2353,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame13,gpt5_nano,baseline,5,False,26,20,1,5,5,2,0.07692307692307693,70.3846,404.3846,82.5,5,0.2941,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame14,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,61,326.3846,66.0,2,0.2857,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame15,gpt5_nano,baseline,5,False,26,20,1,5,5,2,0.07692307692307693,87.0769,481.5385,103.0,5,0.2632,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame16,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,63.3462,363.8462,72.5,3,0.4286,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame17,gpt5_nano,baseline,5,False,26,20,1,5,5,12,0.46153846153846156,64.6538,381.6154,67.0,5,0.2632,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame18,gpt5_nano,baseline,5,False,25,20,0,5,5,3,0.12,63.64,355.2,75,4,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame19,gpt5_nano,baseline,5,False,25,20,0,5,5,13,0.52,66.6,377.64,79,5,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame20,gpt5_nano,baseline,5,True,26,20,1,5,5,1,0.038461538461538464,84.2308,470.8846,101.5,4,0.2857,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame21,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,73.4615,406.2692,79.5,3,0.2727,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame22,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,76.2308,418.4231,91.5,4,0.3077,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame23,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,59.0769,331.7308,62.0,5,0.2273,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame24,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,75.3462,414.3077,90.5,5,0.2381,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame25,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,81.8,451.88,93,5,0.5,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame26,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,69.08,400.08,69,4,0.25,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame27,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,64.1538,363.3462,71.5,5,0.2632,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame28,gpt5_nano,baseline,5,False,25,20,0,5,5,17,0.68,63.84,349.36,64,4,0.2353,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame29,gpt5_nano,baseline,5,False,26,20,1,5,5,13,0.5,64.5,357.3846,71.0,5,0.2273,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame30,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,66.6154,361.3462,84.5,5,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame31,gpt5_nano,baseline,5,False,26,20,1,5,5,9,0.34615384615384615,63.8846,364.1154,67.5,5,0.2632,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame32,gpt5_nano,baseline,5,False,25,20,0,5,5,9,0.36,51.2,279.52,60,5,0.2381,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame33,gpt5_nano,baseline,5,False,25,20,0,5,5,12,0.48,86.04,465.36,83,5,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame34,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,89.6923,493.4231,103.0,4,0.5,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame35,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,63.4231,345.6923,72.0,4,0.2222,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame36,gpt5_nano,baseline,5,False,26,20,1,5,5,9,0.34615384615384615,58.3077,343.1154,62.0,4,0.25,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame37,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,51.0769,277.7308,53.5,2,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame38,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,64.2692,365.3462,65.0,5,0.3846,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame39,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,57.8462,320.3462,61.0,3,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame40,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,77.9615,432.0385,90.0,3,0.2308,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame41,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,40.2692,223.6538,41.0,4,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame42,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,43.1923,249.4231,43.5,5,0.2174,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame43,gpt5_nano,baseline,5,False,25,20,0,5,5,0,0.0,67.84,379.28,67,3,0.3333,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame44,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,60.8846,333.4615,63.0,4,0.5,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame45,gpt5_nano,baseline,5,False,25,20,0,5,5,4,0.16,67,366.6,74,5,0.3571,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame46,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,72.8462,403.8846,72.5,3,0.2308,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame47,gpt5_nano,baseline,5,False,25,20,0,5,5,9,0.36,66.4,374.08,71,5,0.2632,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame48,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,76.3462,435.8846,79.5,3,0.2143,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame49,gpt5_nano,baseline,5,False,26,20,1,5,5,9,0.34615384615384615,48.3846,278.4615,46.0,5,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame50,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,54.9615,301.6923,57.5,4,0.25,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame51,gpt5_nano,baseline,5,False,25,20,0,5,5,13,0.52,67.64,384.64,78,2,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame52,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,59.36,343.52,68,3,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame53,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,62.64,355.76,61,5,0.2381,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame54,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,58.3077,331.4231,71.5,5,0.2941,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame55,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,59.6923,326.9231,62.0,5,0.2174,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame56,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,66.0769,358.6154,74.5,4,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame57,gpt5_nano,baseline,5,False,25,20,0,5,5,4,0.16,61.48,356.16,64,3,0.3333,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame58,gpt5_nano,baseline,5,False,26,20,1,5,5,3,0.11538461538461539,68.3462,378.2308,87.5,4,0.3636,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame59,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,58.8462,321.5385,64.0,5,0.2174,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame60,gpt5_nano,baseline,5,False,25,20,0,5,5,9,0.36,80.08,448.4,86,4,0.2222,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame61,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,60.3846,346.9231,67.5,2,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame62,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,59,330.56,66,4,0.2353,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame63,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,52.3846,289.9615,58.5,2,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame64,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,61.8846,344.8077,65.5,4,0.2857,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame65,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,60.1538,331.6538,71.5,2,0.2857,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame66,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,58.5,341.1154,68.0,5,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame67,gpt5_nano,baseline,5,False,25,20,0,5,5,13,0.52,60.08,336.6,66,4,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame68,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,62.0769,364.2308,71.0,5,0.3333,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame69,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,57.3077,318.5385,58.0,4,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame70,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,59.1923,323.8846,66.0,5,0.3846,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame71,gpt5_nano,baseline,5,False,25,20,0,5,5,13,0.52,41.56,246.64,44,5,0.2174,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame72,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,59.76,353.72,64,4,0.5,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame73,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,55.8846,312.9615,65.5,5,0.2632,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame74,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,58.3462,326.0385,67.5,3,0.375,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame75,gpt5_nano,baseline,5,False,25,20,0,5,5,12,0.48,43.6,245.36,45,4,0.3636,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame76,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,58.0769,325.3462,68.0,2,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame77,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,74.2692,406.9615,96.0,5,0.2381,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame78,gpt5_nano,baseline,5,False,25,20,0,5,5,21,0.84,53.84,296.44,65,5,0.2381,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame79,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,73.1923,411.4615,78.0,4,0.2222,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame80,gpt5_nano,baseline,5,False,25,20,0,5,5,12,0.48,53.92,291.64,53,4,0.2857,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame81,gpt5_nano,baseline,5,False,26,20,1,5,5,7,0.2692307692307692,61.9231,351.6923,71.0,4,0.2222,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame82,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,51.44,287,51,4,0.3077,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame83,gpt5_nano,baseline,5,False,26,20,1,5,5,12,0.46153846153846156,52.5,287.8077,49.5,4,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame84,gpt5_nano,baseline,5,False,26,20,1,5,5,3,0.11538461538461539,67.8462,380.9615,76.5,5,0.5556,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame85,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,61.4615,329.7308,73.5,4,0.2353,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame86,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,66.76,362.52,75,2,0.2857,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame87,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,69.5769,381.5769,77.0,5,0.25,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame88,gpt5_nano,baseline,5,False,25,20,0,5,5,8,0.32,53.96,299.24,54,5,0.5,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame89,gpt5_nano,baseline,5,False,25,20,0,5,5,12,0.48,76.6,412.12,91,5,0.3333,True
gpt5_nano:baseline:baseline-100-1,GeneratedGame90,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,74.04,423.6,85,5,0.3846,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame91,gpt5_nano,baseline,5,False,26,20,1,5,5,2,0.07692307692307693,53.8462,311.5,68.5,2,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame92,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,69.96,406.72,80,2,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame93,gpt5_nano,baseline,5,False,25,20,0,5,5,13,0.52,50.96,276.12,56,5,0.3125,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame94,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,72.3462,403.5385,80.5,4,0.5,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame95,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,71.9231,408.7308,79.0,2,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame96,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,80.28,445.92,90,5,0.3125,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame97,gpt5_nano,baseline,5,False,25,20,0,5,5,2,0.08,65.56,373.84,73,3,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame98,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,65.1923,362.3846,69.0,4,0.3333,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame99,gpt5_nano,baseline,5,False,25,20,0,5,5,2,0.08,64.76,346.64,70,5,0.5556,False
gpt5_nano:baseline:baseline-100-1,GeneratedGame100,gpt5_nano,baseline,5,False,26,20,1,5,5,5,0.19230769230769232,72.6538,402.5385,67.5,4,0.3636,True
gpt5_nano:baseline:baseline-100,GeneratedGame1,gpt5_nano,baseline,5,False,26,20,1,5,5,8,0.3076923076923077,62.7308,358.7692,66.0,2,0.25,True
gpt5_nano:baseline:baseline-100,GeneratedGame2,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,54.5769,301.1538,49.0,5,0.2941,False
gpt5_nano:baseline:baseline-100,GeneratedGame3,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,47.96,277.48,47,4,0.2667,True
gpt5_nano:baseline:baseline-100,GeneratedGame4,gpt5_nano,baseline,5,False,25,20,0,5,5,0,0.0,51.16,281.44,59,4,0.2222,True
gpt5_nano:baseline:baseline-100,GeneratedGame5,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,65.12,366.36,70,3,0.2727,True
gpt5_nano:baseline:baseline-100,GeneratedGame6,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,85.4,490.28,80,4,0.2222,True
gpt5_nano:baseline:baseline-100,GeneratedGame7,gpt5_nano,baseline,5,False,26,20,1,5,5,2,0.07692307692307693,53.8846,303.8077,59.0,3,0.25,True
gpt5_nano:baseline:baseline-100,GeneratedGame8,gpt5_nano,baseline,5,True,26,20,1,5,5,0,0.0,48.3462,257.9615,42.5,4,0.2222,True
gpt5_nano:baseline:baseline-100,GeneratedGame9,gpt5_nano,baseline,5,False,26,20,1,5,5,2,0.07692307692307693,79,425.2308,90.5,5,0.2941,True
gpt5_nano:baseline:baseline-100,GeneratedGame10,gpt5_nano,baseline,5,False,26,20,1,5,5,2,0.07692307692307693,57.1923,326.3077,70.0,5,0.3125,False
gpt5_nano:baseline:baseline-100,GeneratedGame11,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,70.1538,387.2308,73.5,4,0.2222,True
gpt5_nano:baseline:baseline-100,GeneratedGame12,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,75.4615,409.3846,83.5,5,0.2273,True
gpt5_nano:baseline:baseline-100,GeneratedGame13,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,64.5769,357.6923,72.0,5,0.3846,False
gpt5_nano:baseline:baseline-100,GeneratedGame14,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,55.84,298.88,60,5,0.25,True
gpt5_nano:baseline:baseline-100,GeneratedGame15,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,56.4231,297.5769,58.0,2,0.2222,True
gpt5_nano:baseline:baseline-100,GeneratedGame16,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,57.6,312.24,58,4,0.2353,True
gpt5_nano:baseline:baseline-100,GeneratedGame17,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,61.2,329.96,73,3,0.4286,False
gpt5_nano:baseline:baseline-100,GeneratedGame18,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,87.72,471.44,105,5,0.3846,True
gpt5_nano:baseline:baseline-100,GeneratedGame19,gpt5_nano,baseline,5,False,26,20,1,5,5,2,0.07692307692307693,67,362.7692,75.0,4,0.3333,False
gpt5_nano:baseline:baseline-100,GeneratedGame20,gpt5_nano,baseline,5,False,26,20,1,5,5,5,0.19230769230769232,76.4615,414.6154,85.5,5,0.2941,False
gpt5_nano:baseline:baseline-100,GeneratedGame21,gpt5_nano,baseline,5,False,26,20,1,5,5,7,0.2692307692307692,57.0769,318,64.5,2,0.2222,True
gpt5_nano:baseline:baseline-100,GeneratedGame22,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,58.68,346.76,65,3,0.3,True
gpt5_nano:baseline:baseline-100,GeneratedGame23,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,70.3077,393.2692,76.0,2,0.2857,True
gpt5_nano:baseline:baseline-100,GeneratedGame24,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,59.9231,338.3077,72.5,5,0.3846,True
gpt5_nano:baseline:baseline-100,GeneratedGame25,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,56.1923,322.0769,65.0,2,0.25,True
gpt5_nano:baseline:baseline-100,GeneratedGame26,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,86.4231,494.3462,83.0,3,0.3333,False
gpt5_nano:baseline:baseline-100,GeneratedGame27,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,97.1538,513.1538,113.5,3,0.3333,True
gpt5_nano:baseline:baseline-100,GeneratedGame28,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,60.04,345.12,70,3,0.3333,True
gpt5_nano:baseline:baseline-100,GeneratedGame29,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,69.5,381.1538,78.0,3,0.2727,False
gpt5_nano:baseline:baseline-100,GeneratedGame30,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,53.8462,288.1538,57.5,3,0.4286,False
gpt5_nano:baseline:baseline-100,GeneratedGame31,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,56.1923,307.9615,67.0,4,0.5,False
gpt5_nano:baseline:baseline-100,GeneratedGame32,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,62.0769,349.7692,71.0,5,0.3333,False
gpt5_nano:baseline:baseline-100,GeneratedGame33,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,59.8846,324.9615,63.5,5,0.4167,False
gpt5_nano:baseline:baseline-100,GeneratedGame34,gpt5_nano,baseline,5,False,26,20,1,5,5,9,0.34615384615384615,55.7308,313.3846,64.5,2,0.25,True
gpt5_nano:baseline:baseline-100,GeneratedGame35,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,62.0385,325.2692,74.0,5,0.2778,False
gpt5_nano:baseline:baseline-100,GeneratedGame36,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,51.6923,296.7308,54.0,3,0.2727,True
gpt5_nano:baseline:baseline-100,GeneratedGame37,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,55.08,298.8,55,4,0.2857,True
gpt5_nano:baseline:baseline-100,GeneratedGame38,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,66.6154,392.3077,67.5,5,0.2083,True
gpt5_nano:baseline:baseline-100,GeneratedGame39,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,66.2692,378,80.5,5,0.3125,True
gpt5_nano:baseline:baseline-100,GeneratedGame40,gpt5_nano,baseline,5,False,26,20,1,5,5,5,0.19230769230769232,44.3077,250.3846,45.0,3,0.2727,False
gpt5_nano:baseline:baseline-100,GeneratedGame41,gpt5_nano,baseline,5,False,26,20,1,5,5,9,0.34615384615384615,72.1923,405.6538,87.0,5,0.2941,False
gpt5_nano:baseline:baseline-100,GeneratedGame42,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,69.72,382.6,81,3,0.2308,True
gpt5_nano:baseline:baseline-100,GeneratedGame43,gpt5_nano,baseline,5,False,26,20,1,5,5,10,0.38461538461538464,58.9615,321.5,65.0,3,0.375,False
gpt5_nano:baseline:baseline-100,GeneratedGame44,gpt5_nano,baseline,5,False,26,20,1,5,5,0,0.0,48.7308,281.8846,54.5,3,0.2308,True
gpt5_nano:baseline:baseline-100,GeneratedGame45,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,51.24,296.72,58,5,0.2381,True
gpt5_nano:baseline:baseline-100,GeneratedGame46,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,64.7308,348.8077,73.0,4,0.2353,True
gpt5_nano:baseline:baseline-100,GeneratedGame47,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,73.24,411.28,86,4,0.2857,True
gpt5_nano:baseline:baseline-100,GeneratedGame48,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,49,261.08,52,5,0.2941,False
gpt5_nano:baseline:baseline-100,GeneratedGame49,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,77.96,434.28,92,5,0.2941,False
gpt5_nano:baseline:baseline-100,GeneratedGame50,gpt5_nano,baseline,5,False,26,20,1,5,5,2,0.07692307692307693,68.2308,385.9615,76.0,3,0.2727,True
gpt5_nano:baseline:baseline-100,GeneratedGame51,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,57.52,316.32,66,3,0.2308,True
gpt5_nano:baseline:baseline-100,GeneratedGame52,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,54.72,302.16,59,5,0.2632,True
gpt5_nano:baseline:baseline-100,GeneratedGame53,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,56.8462,306.3462,60.5,2,0.2222,True
gpt5_nano:baseline:baseline-100,GeneratedGame54,gpt5_nano,baseline,5,False,26,20,1,5,5,6,0.23076923076923078,60.4615,345.0769,63.5,5,0.5556,False
gpt5_nano:baseline:baseline-100,GeneratedGame55,gpt5_nano,baseline,5,False,26,20,1,5,5,12,0.46153846153846156,57.7308,334.2692,64.5,5,0.2778,False
gpt5_nano:baseline:baseline-100,GeneratedGame56,gpt5_nano,baseline,5,True,26,20,1,5,5,8,0.3076923076923077,80.0385,453.1154,76.0,2,0.2857,True
gpt5_nano:baseline:baseline-100,GeneratedGame57,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,66.24,373.08,77,5,0.2381,True
gpt5_nano:baseline:baseline-100,GeneratedGame58,gpt5_nano,baseline,5,True,26,20,1,5,5,14,0.5384615384615384,44.1154,238.5769,43.0,5,0.4167,False
gpt5_nano:baseline:baseline-100,GeneratedGame59,gpt5_nano,baseline,5,False,26,20,1,5,5,1,0.038461538461538464,44.5,245.3462,48.5,5,0.2632,True
gpt5_nano:baseline:baseline-100,GeneratedGame60,gpt5_nano,baseline,5,False,25,20,0,5,5,1,0.04,62.2,334.2,67,5,0.5556,False
gpt5_nano:baseline:baseline-100,GeneratedGame61,gpt5_nano,baseline,5,False,26,20,1,5,5,4,0.15384615384615385,65.2692,362.5385,73.5,4,0.2222,True
gpt5_nano:baseline:baseline-100,GeneratedGame62,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,71.72,395.6,66,4,0.2857,True
gpt5_nano:baseline:baseline-100,GeneratedGame63,gpt5_nano,baseline,5,False,25,20,0,5,5,11,0.44,47.72,262.04,45,5,0.2778,True
gpt5_nano:baseline:baseline-100,GeneratedGame64,gpt5_nano,baseline,5,False,26,20,1,5,5,11,0.4230769230769231,74.4615,416.5385,87.5,5,0.3846,True
gpt5_nano:baseline:baseline-100,GeneratedGame65,gpt5_nano,baseline,5,False,25,20,0,5,5,10,0.4,49.04,276.4,45,4,0.2105,True
